datum;povp. dnevna T [°C];max. T [°C];min. T [°C];min. T na 5cm [°C];povp. veter [m/s];oblačnost [%];povp. rel. vla. [%];povp. tlak [hPa];količina padavin [mm];višina snežne odeje [cm];višina novega snega [cm];trajanje sonca [h];močan veter;viharni veter;dež;rosenje;ploha dežja;nevihta;grmenje;bliskanje;dež, ki zmrzuje;rosenje, ki zmrzuje;iglice;sneg;zrnat sneg;ploha snega;dež s snegom;babje pšeno;ploha dežja s snegom;toča;sodra;megla;megla z vidnim nebom;ledena megla;meglica;suha motnost;talna megla;rosa;slana;poledica;poledica na tleh;ivje;trdo ivje;padavine;snežna odeja
01/01/2019;4.4;9.1;-0.7;-1.3;2.3;67;78;1026;0;0;0;4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
02/01/2019;3;12.1;-0.8;0.3;3.4;40;60;1019;0;0;0;5.4;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
03/01/2019;3.9;8;-4.4;-8.6;4.9;23;43;1026;0;0;0;7.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
04/01/2019;1.3;6.7;-2;-6.8;3.1;30;54;1028;0;0;0;6.7;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
05/01/2019;1.3;7.9;-1.8;-3.2;3.6;57;67;1020;0;0;0;2.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
06/01/2019;2.2;8.5;-2.4;-4.6;3.3;33;78;1019;0;0;0;7.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
07/01/2019;4.4;7.5;-1.5;-2;2.6;73;67;1026;0;0;0;0.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
08/01/2019;4.8;8.3;2.2;1.2;1.7;70;80;1014;0;0;0;0;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
09/01/2019;3.2;8.5;-0.3;-3.2;3;87;89;1005;0;0;0;2.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;da;ne;ne;ne;ne;da;ne
10/01/2019;5.5;9.9;-1.3;-4.5;4.2;20;45;1011;0;0;0;6.6;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
11/01/2019;1.9;7.8;-1.7;-3.9;3.6;20;47;1020;0;0;0;8.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
12/01/2019;2.5;8.7;-2.3;-5.9;3.6;60;70;1017;0;0;0;4.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
13/01/2019;4.8;10.1;-0.8;-4;2.4;47;77;1008;0;0;0;5.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
14/01/2019;4.8;11.6;1.9;-1.4;2.1;40;84;1004;0;0;0;7.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
15/01/2019;3.8;11.1;-0.7;-2;3.7;10;55;1018;0;0;0;8.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
16/01/2019;6.9;11.5;1;-1.6;2.9;50;70;1019;0;0;0;7.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
17/01/2019;11.2;12.3;3.7;-1.7;3.7;90;75;1013;0;0;0;0;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
18/01/2019;6.3;11.3;4.6;7.6;2;77;76;1012;9.5;0;0;0;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
19/01/2019;3.5;8.3;1.5;0.1;2.3;70;61;1015;3.8;0;0;2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
20/01/2019;2.5;7.5;-1.9;-2.8;3.3;63;77;1015;0;0;0;5.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
21/01/2019;4.2;7.2;1;-1.6;2.7;87;56;1015;0;0;0;1.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
22/01/2019;3.2;7.7;-2;-3.6;3.2;70;59;1005;0;0;0;3.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
23/01/2019;1.8;4.4;0.3;-0.4;1.6;67;83;997;0.1;0;0;0;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
24/01/2019;5.3;9;-2.3;-5.1;4.3;20;51;999;1.2;0;0;7.9;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
25/01/2019;3.4;5.6;2.4;1.2;6.3;20;43;1007;0;0;0;7.5;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
26/01/2019;1.3;7;-3.3;-5.9;2.3;63;60;1010;0;0;0;6.4;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
27/01/2019;7.9;11.7;-2.7;-4;4.5;93;65;1000;0;0;0;0.8;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
28/01/2019;6.3;12.1;4.9;5.3;3;93;78;996;2.4;0;0;0.1;da;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
29/01/2019;3.3;10.6;0.3;-2.2;3.6;47;68;1005;7.4;0;0;3.9;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;da;ne
30/01/2019;2.6;7.6;-2.9;-6.7;3.2;60;73;1000;0;0;0;3.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
31/01/2019;4.7;8.9;0.2;-1.4;2.6;87;70;1002;0;0;0;4.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
01/02/2019;11.1;13.5;4.3;3.1;5.8;100;88;999;7.2;0;0;0;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
02/02/2019;10.7;13.7;8.7;11.2;4.3;97;87;997;16.8;0;0;0;da;da;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
03/02/2019;8.5;11.6;7.7;6.8;2.7;83;90;1005;36.6;0;0;3.6;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;da;ne
04/02/2019;7.7;11.2;5.5;3.6;4.6;10;46;1023;0;0;0;9.1;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
05/02/2019;8.5;13.1;2.1;-1.1;4;3;51;1022;0;0;0;9.1;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
06/02/2019;6;14.5;2.8;-3.3;3.2;10;46;1023;0;0;0;9.3;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
07/02/2019;3.5;10.9;-1.3;-2.5;4;37;72;1018;0;0;0;8.3;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
08/02/2019;5.3;13.9;1.2;0.4;3;33;66;1019;0;0;0;7.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
09/02/2019;5.9;11.8;0.9;-0.2;4.4;40;76;1020;0;0;0;6.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;da;ne;ne;ne;ne;ne;ne
10/02/2019;11.3;13.6;5.6;4.4;3.4;97;75;1014;0;0;0;0;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
11/02/2019;6.9;13.4;5;7;3.8;87;87;1010;3.1;0;0;5.2;da;ne;da;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
12/02/2019;5.4;12.5;1.5;1.2;3.7;37;81;1025;3.6;0;0;6.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;da;ne;ne;da;ne;ne;ne;ne;ne;da;ne
13/02/2019;3.3;10.4;-1.8;-3;3.4;13;73;1035;0;0;0;8.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
14/02/2019;3.8;11.2;-0.3;-1.4;2.8;23;76;1034;0;0;0;8.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
15/02/2019;5.2;14.2;0.2;-1.1;3.5;10;75;1031;0;0;0;8.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
16/02/2019;5.3;13.6;0.7;-2.1;3.2;10;75;1030;0;0;0;9.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
17/02/2019;5.3;13.4;0.1;-0.9;3.9;0;83;1026;0;0;0;9.7;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;da;ne;ne;ne;ne;ne;ne
18/02/2019;5.5;13.2;0.5;-0.2;3.8;0;81;1023;0;0;0;9.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;da;ne;ne;ne;ne;ne;ne
19/02/2019;6.7;10.4;0.3;-0.1;1.4;73;85;1023;0;0;0;2.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
20/02/2019;6.4;11.3;3.8;5.6;2.6;47;81;1024;0;0;0;3.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
21/02/2019;5.9;12.1;1.5;0.9;2.4;30;84;1027;0;0;0;6.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;da;ne;ne;ne;ne;ne;ne;ne
22/02/2019;4.7;9.7;1.5;1.2;1.9;40;93;1024;0;0;0;4.9;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
23/02/2019;5.5;12.5;3.7;-1;6.1;7;16;1034;0;0;0;10.1;da;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
24/02/2019;6.8;10;0.9;-3.9;3.7;30;25;1036;0;0;0;5.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
25/02/2019;7.4;13.8;3.5;0.4;1.4;37;63;1032;0;0;0;9.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
26/02/2019;9.6;16.4;4.6;2.9;1.6;63;61;1027;0;0;0;4.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
27/02/2019;7.6;18.9;2;-2.7;4.7;7;64;1024;0;0;0;9.7;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
28/02/2019;7.6;17.9;3;1.6;4;0;63;1017;0;0;0;9.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
01/03/2019;7.7;13.2;1.2;-1.7;3.1;40;77;1012;0;0;0;4.3;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne
02/03/2019;7.5;14.3;2.6;1.6;3.6;30;80;1015;0;0;0;9.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;da;ne
03/03/2019;8.2;16.3;2.1;1.4;3.6;43;76;1018;0;0;0;9.3;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
04/03/2019;10.3;15.7;0.8;-1.5;3.7;73;76;1010;0;0;0;5.9;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
05/03/2019;7.5;14.4;4.7;4.1;3.5;27;87;1012;0.4;0;0;5.8;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;da;ne;ne;ne;ne;ne;da;ne
06/03/2019;11.5;17.2;3.2;0.1;3.9;57;64;1017;0;0;0;8.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
07/03/2019;14.9;17.4;10.2;9;6.1;93;70;1012;0;0;0;0.7;da;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
08/03/2019;13.2;17.1;9.6;8.3;4.2;40;59;1018;0;0;0;8.9;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
09/03/2019;11.8;16.3;9;6.6;4.3;37;62;1021;0;0;0;9.2;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
10/03/2019;13.1;16.2;9.2;6;5;73;69;1016;0;0;0;2.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
11/03/2019;11;15.7;8.4;8.2;3.7;83;65;1013;0;0;0;3.5;da;da;ne;ne;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
12/03/2019;6.9;14;-0.8;-2.6;4.5;17;49;1022;0;0;0;10.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;da;ne
13/03/2019;7.4;14;1.6;-3;3.2;90;73;1014;0;0;0;3.3;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
14/03/2019;6.6;12;0.8;-1.4;2.7;43;74;1012;1.7;0;0;6.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;da;ne
15/03/2019;7.8;15.3;1.4;-3.2;1.6;30;81;1011;0;0;0;9.1;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;da;ne;ne;ne;ne;ne;ne
16/03/2019;9.6;17.7;3.5;-0.6;3.5;67;80;1014;0;0;0;7.6;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
17/03/2019;14.1;18;6.2;1.3;5.1;27;71;1014;0;0;0;8.8;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
18/03/2019;9.2;15.8;6.1;11;6.1;93;71;1014;0;0;0;0.3;da;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
19/03/2019;9.6;12;8.3;5.4;5.8;90;45;1022;2.1;0;0;1.7;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
20/03/2019;10.3;13.9;7.7;5.4;4.6;3;35;1030;0;0;0;11.1;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
21/03/2019;10.4;17.8;5;-2.4;2.5;7;42;1030;0;0;0;10.3;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
22/03/2019;9;18.4;1.9;-1.6;3;37;57;1028;0;0;0;10.9;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
23/03/2019;11.9;21.5;4.1;0.4;3.5;0;48;1024;0;0;0;11.3;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
24/03/2019;11.7;21.3;6.4;3.4;3.9;7;53;1019;0;0;0;11.4;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
25/03/2019;12.7;20.4;5.2;0.8;5.3;33;53;1011;0;0;0;11;da;da;da;ne;ne;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
26/03/2019;9.8;15;6.8;5.4;4.5;23;42;1021;4;0;0;11.3;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne
27/03/2019;9.4;15.7;1.5;-0.5;3.2;43;47;1026;0;0;0;4.9;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
28/03/2019;13.1;16.2;9.5;2.4;4.5;3;35;1028;0;0;0;11.5;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne
29/03/2019;12.5;19.4;3.7;0.5;4.2;7;53;1029;0;0;0;11.5;da;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
30/03/2019;9.9;18.1;3.2;0.3;3.7;27;59;1023;0;0;0;11.5;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;ne;da;ne;ne;ne;ne;ne;ne;ne
